date,State,wuhan virus lab,wuhan lab corona virus,virus lab in wuhan,wuhan bio lab,wuhan virology lab,wuhan p4 lab,wuhan level 4 lab,avg
1/25/2020,Alabama,0,0,0,0,100,0,0,14.28571429
1/25/2020,Alaska,0,0,0,0,0,0,0,0
1/25/2020,Arizona,0,0,0,0,0,0,0,0
1/25/2020,Arkansas,0,0,0,0,0,0,0,0
1/25/2020,California,69,100,29,14,0,0,0,30.28571429
1/25/2020,Colorado,0,0,0,0,0,0,0,0
1/25/2020,Connecticut,0,0,0,0,0,0,0,0
1/25/2020,Delaware,0,0,0,0,0,0,0,0
1/25/2020,District of Columbia,0,0,0,0,0,0,0,0
1/25/2020,Florida,0,0,0,26,0,100,0,18
1/25/2020,Georgia,0,0,0,0,0,0,0,0
1/25/2020,Hawaii,0,0,0,0,0,0,0,0
1/25/2020,Idaho,0,0,0,0,0,0,0,0
1/25/2020,Illinois,100,0,0,0,0,0,0,14.28571429
1/25/2020,Indiana,0,0,0,100,0,0,0,14.28571429
1/25/2020,Iowa,0,0,0,0,0,0,0,0
1/25/2020,Kansas,0,0,0,0,0,0,0,0
1/25/2020,Kentucky,0,0,0,0,0,0,0,0
1/25/2020,Louisiana,0,0,0,0,0,0,0,0
1/25/2020,Maine,0,0,0,0,0,0,0,0
1/25/2020,Maryland,0,0,0,0,0,0,0,0
1/25/2020,Massachusetts,0,0,0,77,0,0,0,11
1/25/2020,Michigan,0,0,0,61,0,0,0,8.714285714
1/25/2020,Minnesota,0,0,0,0,0,0,0,0
1/25/2020,Mississippi,0,0,0,0,0,0,0,0
1/25/2020,Missouri,0,0,0,0,0,0,0,0
1/25/2020,Montana,0,0,0,0,0,0,0,0
1/25/2020,Nebraska,0,0,0,0,0,0,0,0
1/25/2020,Nevada,0,0,0,0,0,0,0,0
1/25/2020,New Hampshire,0,0,0,0,0,0,0,0
1/25/2020,New Jersey,0,0,0,0,0,0,0,0
1/25/2020,New Mexico,0,0,0,0,0,0,0,0
1/25/2020,New York,64,0,0,0,0,0,0,9.142857143
1/25/2020,North Carolina,0,0,0,0,0,0,0,0
1/25/2020,North Dakota,0,0,0,0,0,0,0,0
1/25/2020,Ohio,0,0,100,49,0,0,0,21.28571429
1/25/2020,Oklahoma,0,0,0,0,0,0,0,0
1/25/2020,Oregon,0,0,0,0,0,0,0,0
1/25/2020,Pennsylvania,0,0,0,44,0,0,0,6.285714286
1/25/2020,Rhode Island,0,0,0,0,0,0,0,0
1/25/2020,South Carolina,0,0,0,0,0,0,0,0
1/25/2020,South Dakota,0,0,0,0,0,0,0,0
1/25/2020,Tennessee,0,0,0,0,0,0,0,0
1/25/2020,Texas,48,0,42,41,0,78,0,29.85714286
1/25/2020,Utah,0,0,0,0,0,0,0,0
1/25/2020,Vermont,0,0,0,0,0,0,0,0
1/25/2020,Virginia,0,0,0,0,0,0,0,0
1/25/2020,Washington,0,0,0,0,0,0,0,0
1/25/2020,West Virginia,0,0,0,0,0,0,0,0
1/25/2020,Wisconsin,0,0,0,0,0,0,0,0
1/25/2020,Wyoming,0,0,0,0,0,0,0,0
1/26/2020,Alabama,0,0,0,0,0,0,0,0
